"id","nome","unidade_superior_id","unidade_executante_id","unidade_adm_id","data_solicitacao","link_git","descricao","link_homolog","link_prod","inf_adicional"
57,"Cofinanciamento das ações de Vigilância em Saúde",10,42,36,"2023-02-07 00:00:00","","<p data-pm-slice=""1 1 []"">O dashboard destaca a iniciativa da Superintend&ecirc;ncia de Vigil&acirc;ncia em Sa&uacute;de da SES/GO para facilitar a ades&atilde;o dos munic&iacute;pios a nove programas de sa&uacute;de p&uacute;blica, como amplia&ccedil;&atilde;o de coberturas vacinais e promo&ccedil;&atilde;o da sa&uacute;de. Cada programa possui um prazo de execu&ccedil;&atilde;o de at&eacute; 18 meses, podendo ser prorrogado, e detalhes espec&iacute;ficos.</p>","http://bi-homolog.saude-go.net/public/cofinanciamento_vigilancia_saude.html","https://indicadores.saude.go.gov.br/public/cofinanciamento_vigilancia_saude.html","<p>Programa 3 - foi pra prod dia 07/05/2024</p>"
396,"Observatório Regulação Goiás",7,42,20,"2025-03-12 07:01:00","","","","http://bi.saude-go.net/public/obs_regulacao_goias.html",""
410,"Centralizador - Portal inovação",11,42,42,"2024-04-08 09:19:00","","","","http://centralizador.datascience.saude-go.net/produtosview/list/?_oc_ProdutosView=habilitado&_od_ProdutosView=asc",""
419,"Servidor de Aplicações",11,42,42,"2025-07-01 08:00:00","","<p data-start=""245"" data-end=""648"">O <strong data-start=""247"" data-end=""301"">Servidor de Execu&ccedil;&atilde;o de Aplica&ccedil;&otilde;es Containerizadas</strong> &eacute; uma solu&ccedil;&atilde;o robusta, segura e escal&aacute;vel projetada para hospedar e executar aplica&ccedil;&otilde;es de diversas naturezas, com suporte completo a tecnologias modernas como <strong data-start=""462"" data-end=""472"">Docker</strong>. Ideal para ambientes de desenvolvimento, homologa&ccedil;&atilde;o e produ&ccedil;&atilde;o, esse servidor permite o isolamento, portabilidade e f&aacute;cil gerenciamento de aplica&ccedil;&otilde;es por meio de containers.</p>
<p data-start=""650"" data-end=""694"">Entre seus principais recursos, destacam-se:</p>
<ul>
<li data-start=""650"" data-end=""694""><strong data-start=""698"" data-end=""745"">Compatibilidade com Docker e containers OCI</strong>, possibilitando o deploy r&aacute;pido de aplica&ccedil;&otilde;es em ambientes isolados.</li>
<li data-start=""650"" data-end=""694""><strong data-start=""817"" data-end=""856"">Gerenciamento eficiente de recursos</strong>, garantindo desempenho e disponibilidade para m&uacute;ltiplas aplica&ccedil;&otilde;es simult&acirc;neas.</li>
<li data-start=""650"" data-end=""694""><strong data-start=""939"" data-end=""979"">Suporte a orquestra&ccedil;&atilde;o de containers</strong>, podendo ser integrado com ferramentas como Docker Compose ou Kubernetes.</li>
<li data-start=""650"" data-end=""694""><strong data-start=""1056"" data-end=""1075"">Ambiente seguro</strong>, com isolamento de rede, volumes persistentes e controle de acesso baseado em pol&iacute;ticas.</li>
<li data-start=""650"" data-end=""694""><strong data-start=""1167"" data-end=""1189"">Alta flexibilidade</strong>, podendo hospedar APIs, microsservi&ccedil;os, sistemas legados em container, jobs automatizados, entre outros.</li>
</ul>
<p data-start=""1296"" data-end=""1466"">Esse servidor adota pr&aacute;ticas modernas de DevOps e CI/CD, proporcionando agilidade no desenvolvimento e confiabilidade na execu&ccedil;&atilde;o de aplica&ccedil;&otilde;es.</p>","","",""
385,"Pentaho Data Integration (PDI)",11,42,42,"2025-03-03 00:01:00","","<div class=""ewa-rteLine""><strong>Escopo:</strong> Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta Pentaho Data Integration (PDI).</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Ferramenta de ETL (Extra&ccedil;&atilde;o, Transforma&ccedil;&atilde;o e Carga) usada para integrar e processar dados de diferentes fontes.</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Automatizar processos de integra&ccedil;&atilde;o e transforma&ccedil;&atilde;o de dados para facilitar an&aacute;lises e gera&ccedil;&atilde;o de relat&oacute;rios.</div>","","","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio""</li>
</ul>"
420,"Cluster Laboratório",11,42,42,"2025-08-01 08:00:00","","<p>O&nbsp;<em>Cluster Laborat&oacute;rio</em>&nbsp;&eacute; um ambiente modular e escal&aacute;vel composto por m&uacute;ltiplas m&aacute;quinas (virtuais) projetado para suportar testes, desenvolvimento, simula&ccedil;&otilde;es e valida&ccedil;&atilde;o de sistemas distribu&iacute;dos, aplica&ccedil;&otilde;es em nuvem, CI/CD (<em>Continuous Integration/Continuous Deployment</em>), an&aacute;lise de desempenho e outras demandas de infraestrutura tecnol&oacute;gica.</p>
<p><strong>Principais Caracter&iacute;sticas:</strong></p>
<ul>
<li><strong>Configura&ccedil;&atilde;o Flex&iacute;vel:</strong>&nbsp;Permite a montagem de n&oacute;s (<em>nodes</em>) com diferentes perfis (CPU, RAM, armazenamento) para simular ambientes heterog&ecirc;neos.</li>
<li><strong>Isolamento de Ambiente:</strong>&nbsp;Ideal para testes controlados, desenvolvimento seguro e experimenta&ccedil;&atilde;o sem impactar sistemas em produ&ccedil;&atilde;o.</li>
<li><strong>Suporte a Virtualiza&ccedil;&atilde;o e Containers:</strong>&nbsp;Compat&iacute;vel com tecnologias como Docker e Kubernetes, para orquestra&ccedil;&atilde;o de cargas de trabalho.</li>
<li><strong>Gerenciamento Centralizado:</strong>&nbsp;Inclui ferramentas para monitoramento, provisionamento automatizado e logs centralizados.</li>
<li><strong>Integra&ccedil;&atilde;o com DevOps:</strong>&nbsp;Pr&eacute;-configurado para pipelines de CI/CD (GitLab CI).</li>
<li><strong>Seguran&ccedil;a:</strong>&nbsp;Ambientes segmentados com VLANs, firewalls e pol&iacute;ticas de acesso restrito para simular cen&aacute;rios reais.</li>
</ul>
<p><strong>Casos de Uso T&iacute;picos:</strong></p>
<ul>
<li>Desenvolvimento e teste de aplica&ccedil;&otilde;es distribu&iacute;das ou microsservi&ccedil;os.</li>
<li>Simula&ccedil;&atilde;o de ambientes de produ&ccedil;&atilde;o para valida&ccedil;&atilde;o de configura&ccedil;&otilde;es.</li>
<li>Pesquisa e experimenta&ccedil;&atilde;o em computa&ccedil;&atilde;o de alto desempenho (HPC).</li>
</ul>","","",""
421,"Arquitetura BI e Big Data Modulada",11,42,42,"2025-01-01 08:00:00","","<p>A&nbsp;<strong>Arquitetura BI e Big Data Modulada</strong>&nbsp;&eacute; uma solu&ccedil;&atilde;o flex&iacute;vel e escal&aacute;vel projetada para otimizar a an&aacute;lise de dados, o processamento de informa&ccedil;&otilde;es em larga escala e a gera&ccedil;&atilde;o de insights estrat&eacute;gicos.</p>
<p><strong>Principais Caracter&iacute;sticas:</strong></p>
<p>✅&nbsp;<strong>Modularidade:</strong>&nbsp;Estrutura adapt&aacute;vel que permite a integra&ccedil;&atilde;o de diferentes componentes conforme a necessidade do neg&oacute;cio, desde ingest&atilde;o de dados at&eacute; visualiza&ccedil;&atilde;o.<br />✅&nbsp;<strong>Escalabilidade:</strong>&nbsp;Suporte a volumes massivos de dados (Big Data) e crescimento cont&iacute;nuo, garantindo performance mesmo com demandas crescentes.<br />✅&nbsp;<strong>Integra&ccedil;&atilde;o Multifonte:</strong>&nbsp;Conecta-se a diversas fontes de dados (SQL, NoSQL, APIs, IoT, streams) para consolidar informa&ccedil;&otilde;es em um &uacute;nico ambiente.<br />✅&nbsp;<strong>Processamento Avan&ccedil;ado:</strong>&nbsp;Utiliza tecnologias como Spark r Data Lakes e ferramentas de BI &nbsp;para transformar dados brutos em conhecimento acion&aacute;vel bem como tecnologias de Streaming.<br />✅&nbsp;<strong>Governan&ccedil;a e Seguran&ccedil;a:</strong>&nbsp;M&oacute;dulos dedicados a garantir conformidade, qualidade dos dados e prote&ccedil;&atilde;o contra acessos n&atilde;o autorizados.</p>
<p><strong>Aplica&ccedil;&otilde;es:</strong></p>
<ul>
<li><strong>Business Intelligence (BI):</strong>&nbsp;Gera&ccedil;&atilde;o de dashboards e relat&oacute;rios din&acirc;micos para decis&otilde;es &aacute;geis.</li>
<li><strong>An&aacute;lise Preditiva e Prescritiva:</strong>&nbsp;Modelos de machine learning e IA embarcados para antecipar tend&ecirc;ncias.</li>
<li><strong>Data Warehousing:</strong>&nbsp;Estrutura otimizada para armazenamento e consultas complexas.</li>
<li>Data Lake: Estrutura otimizada para armazenamento de variado e grande volume de dados.</li>
</ul>
<p><strong>Benef&iacute;cios:</strong></p>
<ul>
<li><strong>Redu&ccedil;&atilde;o de custos</strong>&nbsp;com infraestrutura devido &agrave; efici&ecirc;ncia modular.</li>
<li><strong>Maior velocidade</strong>&nbsp;na entrega de insights com pipelines automatizados.</li>
<li><strong>Futuro-proof:</strong>&nbsp;Pronta para incorporar novas tecnologias e requisitos regulat&oacute;rios.</li>
</ul>
<p>Ideal para <strong>transforma&ccedil;&atilde;o digital orientada por dados</strong>, a&nbsp;<strong>Arquitetura BI e Big Data Modulada</strong>&nbsp;&eacute; a base para construir ecossistemas anal&iacute;ticos robustos e adapt&aacute;veis.</p>","","",""
323,"Thoth - Documentação",11,42,42,"2024-06-12 11:51:00","http://docs.hydra.saude-go.net/","","http://docs.hydra.saude-go.net/","http://docs.saude-go.net/",""
422,"Arquitetura de Dados",11,42,42,"2025-01-01 08:00:00","","<p class=""ds-markdown-paragraph"">O&nbsp;<strong>Arquitetura de Dados</strong> &eacute; a solu&ccedil;&atilde;o estrat&eacute;gica para gest&atilde;o de dados , garantindo seguran&ccedil;a, efici&ecirc;ncia e conformidade. Resultado de um projeto minucioso, esse produto redefine a estrutura&ccedil;&atilde;o, governan&ccedil;a e acesso aos dados, assegurando que as informa&ccedil;&otilde;es sejam tratadas com m&aacute;xima integridade e prote&ccedil;&atilde;o.</p>
<h3><strong>Principais Benef&iacute;cios e Funcionalidades:</strong></h3>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Reorganiza&ccedil;&atilde;o de Dados</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Estrutura&ccedil;&atilde;o l&oacute;gica e otimizada dos dados, facilitando a an&aacute;lise e o consumo pelas &aacute;reas de neg&oacute;cio.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Governan&ccedil;a de Dados</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Defini&ccedil;&atilde;o clara de pol&iacute;ticas e responsabilidades, especificando&nbsp;<strong>quem pode acessar o qu&ecirc;</strong>&nbsp;dentro do ambiente de dados.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Hierarquia de Acesso</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Controle granular de permiss&otilde;es, garantindo que apenas usu&aacute;rios autorizados tenham acesso a informa&ccedil;&otilde;es sens&iacute;veis.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Anonimiza&ccedil;&atilde;o de Dados</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Implementa&ccedil;&atilde;o de t&eacute;cnicas avan&ccedil;adas para proteger a privacidade, considerando avalia&ccedil;&otilde;es espec&iacute;ficas para&nbsp;<strong>quando e como anonimizar</strong>&nbsp;os dados.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Arquitetura Medalh&atilde;o (Medallion)</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Modelo robusto de camadas (Bronze, Silver, Gold) que assegura a qualidade, rastreabilidade e transforma&ccedil;&atilde;o progressiva dos dados.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph"">✅&nbsp;<strong>Conformidade e Seguran&ccedil;a</strong></p>
<ul>
<li>
<p class=""ds-markdown-paragraph"">Alinhamento com regulamenta&ccedil;&otilde;es (LGPD, GDPR) e melhores pr&aacute;ticas de prote&ccedil;&atilde;o de dados.</p>
</li>
</ul>
<h3><strong>Por que escolher a Arquitetura de Dados?</strong></h3>
<ul>
<li>
<p class=""ds-markdown-paragraph""><strong>Efici&ecirc;ncia operacional:</strong>&nbsp;Dados organizados e acess&iacute;veis para tomadas de decis&atilde;o &aacute;geis.</p>
</li>
<li>
<p class=""ds-markdown-paragraph""><strong>Redu&ccedil;&atilde;o de riscos:</strong>&nbsp;Minimiza vulnerabilidades com pol&iacute;ticas claras de acesso e anonimiza&ccedil;&atilde;o.</p>
</li>
<li>
<p class=""ds-markdown-paragraph""><strong>Escalabilidade:</strong>&nbsp;Estrutura preparada para o crescimento do volume e complexidade dos dados.</p>
</li>
</ul>","","",""
386,"Pentaho Server",11,42,42,"2025-03-03 00:01:00","","<div class=""ewa-rteLine""><strong>Escopo:</strong> Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta Pentaho Server.</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Plataforma de business intelligence do Pentaho que oferece servi&ccedil;os anal&iacute;ticos, relat&oacute;rios e dashboards interativos.</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Disponibilizar visualiza&ccedil;&otilde;es e insights para tomada de decis&atilde;o baseada em dados.</div>","","","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio</li>
</ul>"
387,"Apache Spark (com Livy)",11,42,42,"2025-03-03 00:01:00","","<div class=""ewa-rteLine""><strong>Escopo:</strong> Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta Spark.</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Framework de processamento distribu&iacute;do para an&aacute;lise de grandes volumes de dados, com suporte a v&aacute;rias linguagens e integra&ccedil;&atilde;o com o Livy para execu&ccedil;&atilde;o remota.</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Acelerar o processamento de dados em larga escala e permitir execu&ccedil;&atilde;o interativa de notebooks e aplica&ccedil;&otilde;es.</div>","","http://livy.saude-go.net/ui","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio""</li>
</ul>"
388,"Rancher",11,42,42,"2025-03-03 00:01:00","","<div class=""ewa-rteLine""><strong>Escopo:</strong> Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta Rancher.</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Plataforma de gerenciamento de clusters Kubernetes que facilita implanta&ccedil;&atilde;o, monitoramento e governan&ccedil;a em ambientes h&iacute;bridos e multi-cloud.</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Fornecer controle centralizado sobre m&uacute;ltiplos clusters Kubernetes, simplificando a administra&ccedil;&atilde;o.</div>","","https://rancher-teste.saude-go.net/dashboard/home","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio""</li>
</ul>"
434,"Apache HUE",11,42,42,"2025-10-09 08:00:00","","<p class=""ds-markdown-paragraph""><strong>Escopo:</strong><br />Apache HUE (Hadoop User Experience) &eacute; uma interface web de c&oacute;digo aberto projetada para facilitar a intera&ccedil;&atilde;o com ecossistemas de dados e an&aacute;lises, principalmente those built around Apache Hadoop.</p>
<p class=""ds-markdown-paragraph""><strong>Descri&ccedil;&atilde;o:</strong><br />Ele funciona como um ""portal"" ou ""painel de controle"" que re&uacute;ne e fornece uma GUI (Interface Gr&aacute;fica do Usu&aacute;rio) amig&aacute;vel para diversas ferramentas do ecossistema Hadoop e de Big Data. Em vez de usar linhas de comando complexas, os usu&aacute;rios podem realizar tarefas atrav&eacute;s do navegador. HUE integra-se com ferramentas como:</p>
<ul>
<li>
<p class=""ds-markdown-paragraph""><strong>Editores de Consulta:</strong>&nbsp;Para Hive, Impala, Presto/Trino, Spark SQL, etc.</p>
</li>
<li>
<p class=""ds-markdown-paragraph""><strong>Gerenciamento de Trabalhos:</strong>&nbsp;Para MapReduce, Spark, Oozie.</p>
</li>
<li>
<p class=""ds-markdown-paragraph""><strong>Navega&ccedil;&atilde;o em Arquivos:</strong>&nbsp;Para HDFS e armazenamentos em nuvem (S3).</p>
</li>
<li>
<p class=""ds-markdown-paragraph""><strong>Ferramentas de Busca:</strong>&nbsp;Integra&ccedil;&atilde;o com Solr/Opensearch.</p>
</li>
</ul>
<p class=""ds-markdown-paragraph""><strong>Objetivo:</strong><br />Democratizar e simplificar o acesso aos dados e &agrave;s ferramentas de Big Data, permitindo que analistas, engenheiros e cientistas de dados (mesmo aqueles com menos conhecimento t&eacute;cnico de linha de comando) possam consultar, analisar e visualizar dados de forma intuitiva e produtiva.</p>","","","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que refer&ecirc;ncia o ""neg&oacute;cio""</li>
</ul>"
423,"Arquitetura de Pipelines",11,42,42,"2025-01-01 08:00:00","","<p>Arquitetura visando garantir efici&ecirc;ncia, confiabilidade e rastreabilidade, essa arquitetura organiza os processos de ingest&atilde;o, transforma&ccedil;&atilde;o e entrega de dados, reduzindo custos operacionais e melhorando a visibilidade sobre as atualiza&ccedil;&otilde;es das fontes.</p>
<p><strong>Principais Benef&iacute;cios e Funcionalidades:</strong></p>
<p>✅&nbsp;<strong>Otimiza&ccedil;&atilde;o de Recursos</strong></p>
<ul>
<li>Redu&ccedil;&atilde;o de custos computacionais e de armazenamento por meio de fluxos inteligentes e processamento eficiente.</li>
</ul>
<p>✅&nbsp;<strong>Sinaliza&ccedil;&atilde;o de Atualiza&ccedil;&otilde;es</strong></p>
<ul>
<li>Monitoramento em tempo real das fontes de dados, com alertas autom&aacute;ticos sobre falhas, atrasos ou mudan&ccedil;as nos pipelines.</li>
</ul>
<p>✅&nbsp;<strong>Orquestra&ccedil;&atilde;o Automatizada</strong></p>
<ul>
<li>Gest&atilde;o centralizada de workflows, garantindo a execu&ccedil;&atilde;o ordenada e confi&aacute;vel das etapas de ETL/ELT.</li>
</ul>
<p>✅&nbsp;<strong>Escalabilidade Flex&iacute;vel</strong></p>
<ul>
<li>Pipelines adapt&aacute;veis ao crescimento do volume de dados, suportando cargas vari&aacute;veis sem perda de desempenho.</li>
</ul>
<p>✅&nbsp;<strong>Resili&ecirc;ncia e Tratamento de Erros</strong></p>
<ul>
<li>Mecanismos de recupera&ccedil;&atilde;o autom&aacute;tica e fallback para garantir a continuidade dos processos cr&iacute;ticos.</li>
</ul>
<p>✅&nbsp;<strong>Integra&ccedil;&atilde;o com M&uacute;ltiplas Fontes</strong></p>
<ul>
<li>Compatibilidade com bancos de dados, APIs, streams (Kafka, Event Hubs) e arquivos estruturados/semi-estruturados.</li>
</ul>
<p>✅&nbsp;<strong>Metadados e Linhagem de Dados</strong></p>
<ul>
<li>Rastreabilidade completa das transforma&ccedil;&otilde;es, facilitando auditorias e a governan&ccedil;a de dados.</li>
</ul>
<p><strong>Por que escolher a Arquitetura de Pipelines?</strong></p>
<ul>
<li><strong>Efici&ecirc;ncia:</strong>&nbsp;Processamento mais r&aacute;pido com menor consumo de recursos.</li>
<li><strong>Transpar&ecirc;ncia:</strong>&nbsp;Visibilidade total sobre o status e a origem dos dados.</li>
<li><strong>Confiabilidade:</strong>&nbsp;Pipelines robustos e autorrecuper&aacute;veis, minimizando falhas.</li>
<li><strong>Prontid&atilde;o para Analytics:</strong>&nbsp;Dados sempre atualizados e dispon&iacute;veis para an&aacute;lise e tomada de decis&atilde;o.</li>
</ul>","","",""
377,"keycloak",11,42,42,"2025-03-03 00:01:00","","<div class=""ewa-rteLine""><strong>Escopo:</strong> Produtos destinado a atividades que envolvem manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o, configura&ccedil;&atilde;o, deploy dentre otras atividades para manterer e evoluir o funcionamento da ferramenta keycloak.</div>
<div class=""ewa-rteLine""><strong>Descri&ccedil;&atilde;o:</strong> Solu&ccedil;&atilde;o de gerenciamento de identidade e controle de acesso, oferecendo autentica&ccedil;&atilde;o, autoriza&ccedil;&atilde;o e Single Sign-On (SSO).</div>
<div class=""ewa-rteLine""><strong>Objetivo:</strong> Centralizar e gerenciar autentica&ccedil;&otilde;es e permiss&otilde;es de usu&aacute;rios em diversas aplica&ccedil;&otilde;es e servi&ccedil;os</div>","","https://keycloak.k8s.saude-go.net","<ul>
<li>A tabula&ccedil;&atilde;o de produtos para fluxos no Airflow, Nifi dentre outras ferramentas, quando n&atilde;o localizada como produto no Munka, solicitar o cadastro.</li>
<li>Produtos que s&atilde;o ferramentas, devem ser utilizados quando a atividade envolve manuten&ccedil;&atilde;o, instala&ccedil;&atilde;o ou configura&ccedil;&atilde;o.</li>
<li>Produtos vertende de neg&oacute;cio, objetivos de dados, deve ser utilizada a nomenclatura que referencia o ""neg&oacute;cio""</li>
</ul>"
391,"Relatórios Regulação",7,42,NULL,"2025-03-03 09:09:00","","<p>Desenvolver projetos com relat&oacute;rios do GERCON, GERINT E Cirurgias Eletivas&nbsp;</p>
<p>https://goiasgovbr-my.sharepoint.com/:x:/r/personal/lorena_mota_goias_gov_br/_layouts/15/Doc.aspx?sourcedoc=%7BEBD94B33-9DC1-408D-9548-DE005A786703%7D&amp;file=Planilha%20de%20indicador%20PAINEL%20DE%20RELATORIOS%20SIGO.xlsx&amp;action=default&amp;mobileredirect=true&amp;DefaultItemOpen=1&amp;ct=1741953992733&amp;wdOrigin=OFFICECOM-WEB.START.REC&amp;cid=b556152d-8762-43d8-ac17-a666b29f97ae&amp;wdPreviousSessionSrc=HarmonyWeb&amp;wdPreviousSession=471e5a5d-67bd-467c-95d9-9cb0b77be35a</p>
<p>&nbsp;</p>","","",""
